PRIORITY,ID_2MASS,RA_DEG,DEC_DEG,EPOCH,H_MAG,H_MAG_SOURCE,PM_RA,PM_DEC,PM_SOURCE,TYPE,APOGEE_COMMENT,AT1,AT2,AT3,APOGEE_COMMENT2
NaN,J18490208-3013448,282.25870,-30.22910,2000.0,11.383,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18545758-3019388,283.74000,-30.32750,2000.0,11.403,2MASS,-3.679,-3.836,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J19001611-3106338,285.06710,-31.10940,2000.0,11.422,2MASS,-6.800,2.751,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18525490-3002500,283.22880,-30.04720,2000.0,11.464,2MASS,4.950,-4.775,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18525252-3024323,283.21890,-30.40900,2000.0,11.511,2MASS,-11.845,-5.616,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18564729-3027016,284.19710,-30.45050,2000.0,11.514,2MASS,0.376,-0.519,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18490832-3010112,282.28470,-30.16980,2000.0,11.521,2MASS,-0.371,-1.248,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18523817-3027510,283.15910,-30.46420,2000.0,11.556,2MASS,14.327,-1.569,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590123-3056201,284.75520,-30.93890,2000.0,11.558,2MASS,2.308,-0.870,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575320-3034535,284.47170,-30.58160,2000.0,11.563,2MASS,-1.808,-1.101,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542490-3012587,283.60380,-30.21630,2000.0,11.569,2MASS,3.200,-4.535,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593223-3053265,284.88430,-30.89070,2000.0,11.578,2MASS,2.258,-26.989,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18521714-3000163,283.07140,-30.00460,2000.0,11.607,2MASS,0.665,-4.668,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542404-3010077,283.60020,-30.16880,2000.0,11.608,2MASS,-6.236,0.618,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590097-3125488,284.75410,-31.43020,2000.0,11.614,2MASS,5.857,7.073,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592286-3104420,284.84530,-31.07830,2000.0,11.615,2MASS,1.810,-20.487,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18560271-3031142,284.01130,-30.52060,2000.0,11.627,2MASS,-9.737,2.207,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18491330-3009322,282.30550,-30.15900,2000.0,11.638,2MASS,-0.810,-3.591,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18553270-3032589,283.88630,-30.54970,2000.0,11.640,2MASS,-6.281,0.229,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18524979-3017371,283.20750,-30.29370,2000.0,11.646,2MASS,0.091,-3.204,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18525774-3011166,283.24060,-30.18800,2000.0,11.665,2MASS,-4.796,7.086,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18545469-3045530,283.72790,-30.76470,2000.0,11.686,2MASS,-2.588,-2.326,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581942-3029484,284.58090,-30.49680,2000.0,11.702,2MASS,-5.910,-3.177,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18565708-3036367,284.23790,-30.61020,2000.0,11.708,2MASS,6.257,6.328,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18481609-3021038,282.06710,-30.35110,2000.0,11.711,2MASS,4.065,3.149,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18490496-3014355,282.27070,-30.24320,2000.0,11.738,2MASS,-0.357,5.058,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18582292-3052411,284.59550,-30.87810,2000.0,11.738,2MASS,-4.288,-1.347,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18522102-3009026,283.08760,-30.15070,2000.0,11.739,2MASS,7.235,-1.517,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18552706-3024031,283.86280,-30.40090,2000.0,11.741,2MASS,-0.375,1.497,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583193-3047381,284.63310,-30.79390,2000.0,11.782,2MASS,-3.458,0.828,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583736-3034238,284.65570,-30.57330,2000.0,11.787,2MASS,-1.832,-0.282,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18481698-3007408,282.07080,-30.12800,2000.0,11.790,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18550152-3023072,283.75640,-30.38540,2000.0,11.791,2MASS,-13.718,-10.840,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584379-3036469,284.68250,-30.61300,2000.0,11.801,2MASS,-2.312,-0.469,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18573711-3050112,284.40460,-30.83650,2000.0,11.815,2MASS,-4.014,0.005,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575017-3113349,284.45910,-31.22640,2000.0,11.819,2MASS,5.612,3.882,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584614-3040423,284.69230,-30.67840,2000.0,11.824,2MASS,-8.463,-3.635,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18553775-3019271,283.90730,-30.32420,2000.0,11.840,2MASS,5.480,-17.448,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18574111-3045304,284.42130,-30.75850,2000.0,11.863,2MASS,-0.651,-1.206,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592109-3055231,284.83790,-30.92310,2000.0,11.865,2MASS,-1.711,-1.248,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18484468-3006573,282.18620,-30.11590,2000.0,11.888,2MASS,-2.968,-10.004,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18573863-3041487,284.41100,-30.69690,2000.0,11.901,2MASS,-9.986,-1.535,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581257-3119137,284.55240,-31.32050,2000.0,11.907,2MASS,-0.860,-0.326,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18521234-3004101,283.05140,-30.06950,2000.0,11.911,2MASS,-2.179,-1.906,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18571653-3033023,284.31890,-30.55070,2000.0,11.912,2MASS,-8.724,-11.134,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18554672-3035248,283.94470,-30.59020,2000.0,11.915,2MASS,-2.130,0.359,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18562413-3026275,284.10050,-30.44100,2000.0,11.916,2MASS,-2.841,0.708,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590263-3107109,284.76100,-31.11970,2000.0,11.920,2MASS,-4.232,-0.393,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18560384-3030060,284.01600,-30.50170,2000.0,11.931,2MASS,-4.060,-11.089,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18522292-3006178,283.09550,-30.10500,2000.0,11.935,2MASS,14.609,8.467,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18594059-3057147,284.91920,-30.95410,2000.0,11.938,2MASS,-2.314,-0.182,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18553166-3035031,283.88190,-30.58420,2000.0,11.941,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18590337-3046521,284.76410,-30.78110,2000.0,11.949,2MASS,-5.699,-2.073,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583316-3044128,284.63820,-30.73690,2000.0,11.950,2MASS,-3.617,-4.294,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584244-3050503,284.67690,-30.84730,2000.0,11.950,2MASS,-4.277,2.201,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583902-3052056,284.66260,-30.86820,2000.0,11.951,2MASS,-7.524,3.209,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18560149-3027248,284.00620,-30.45690,2000.0,11.955,2MASS,-8.741,3.145,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18525917-2958441,283.24650,-29.97890,2000.0,11.960,2MASS,-6.722,2.531,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18530467-3031435,283.26950,-30.52880,2000.0,11.986,2MASS,-7.097,-0.765,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18555553-3018239,283.98140,-30.30660,2000.0,11.986,2MASS,-6.747,1.153,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18534029-3017156,283.41790,-30.28770,2000.0,11.992,2MASS,-3.660,15.196,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584779-3044347,284.69920,-30.74300,2000.0,12.005,2MASS,1.569,-5.386,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584905-3100271,284.70440,-31.00750,2000.0,12.022,2MASS,-3.674,-1.251,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18573494-3034462,284.39560,-30.57950,2000.0,12.024,2MASS,12.213,-9.474,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593857-3110082,284.91070,-31.16900,2000.0,12.061,2MASS,-1.842,0.527,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18522861-2958022,283.11920,-29.96730,2000.0,12.081,2MASS,21.806,-19.807,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18534837-3017343,283.45160,-30.29290,2000.0,12.086,2MASS,1.124,3.470,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18524358-3014029,283.18160,-30.23410,2000.0,12.107,2MASS,0.766,-6.841,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18555297-3035196,283.97070,-30.58880,2000.0,12.121,2MASS,5.773,-3.928,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593394-3051592,284.89150,-30.86640,2000.0,12.126,2MASS,-8.125,-2.318,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581616-3126444,284.56730,-31.44570,2000.0,12.142,2MASS,-3.241,-2.914,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584575-3056084,284.69060,-30.93570,2000.0,12.152,2MASS,-2.296,-2.404,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575454-3041449,284.47730,-30.69580,2000.0,12.155,2MASS,13.075,-18.297,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18595525-3050389,284.98020,-30.84420,2000.0,12.157,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18575363-3032483,284.47350,-30.54680,2000.0,12.159,2MASS,-1.782,0.469,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18543856-3019024,283.66070,-30.31740,2000.0,12.169,2MASS,-2.306,-4.027,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18480167-3012437,282.00700,-30.21220,2000.0,12.177,2MASS,-2.662,-2.515,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18544665-3018114,283.69440,-30.30320,2000.0,12.190,2MASS,-2.874,-11.112,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593896-3111348,284.91240,-31.19300,2000.0,12.194,2MASS,-3.327,1.763,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584933-3103022,284.70560,-31.05060,2000.0,12.219,2MASS,-6.336,2.145,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18475061-3013228,281.96090,-30.22300,2000.0,12.223,2MASS,-1.176,14.247,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18591516-3058315,284.81320,-30.97540,2000.0,12.233,2MASS,-2.231,2.830,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18491391-3011319,282.30800,-30.19220,2000.0,12.244,2MASS,9.997,-9.399,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18553165-3023228,283.88190,-30.38970,2000.0,12.246,2MASS,4.302,-4.569,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18574841-3033373,284.45170,-30.56040,2000.0,12.260,2MASS,-17.510,-5.714,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18543812-3036116,283.65880,-30.60320,2000.0,12.264,2MASS,-2.623,5.138,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18551528-3013556,283.81370,-30.23210,2000.0,12.285,2MASS,10.372,-4.713,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18555541-3008304,283.98090,-30.14180,2000.0,12.290,2MASS,-2.144,-3.068,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575568-3131294,284.48200,-31.52480,2000.0,12.291,2MASS,-0.670,-6.827,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18591696-3119265,284.82070,-31.32400,2000.0,12.309,2MASS,10.285,9.809,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18573109-3035192,284.37960,-30.58870,2000.0,12.324,2MASS,-13.811,6.264,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583318-3048237,284.63830,-30.80660,2000.0,12.336,2MASS,-21.185,-8.348,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18555386-3025231,283.97440,-30.42310,2000.0,12.338,2MASS,2.739,-7.303,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583054-3132103,284.62730,-31.53620,2000.0,12.342,2MASS,-3.127,-2.343,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592706-3112226,284.86280,-31.20630,2000.0,12.342,2MASS,-6.143,0.158,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581957-3052021,284.58150,-30.86730,2000.0,12.355,2MASS,-1.798,-1.474,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581854-3037539,284.57730,-30.63170,2000.0,12.358,2MASS,-2.195,-2.587,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18484667-3015086,282.19450,-30.25240,2000.0,12.374,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18554692-3007313,283.94550,-30.12540,2000.0,12.390,2MASS,-9.323,-4.222,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18521741-2955306,283.07260,-29.92520,2000.0,12.395,2MASS,0.076,-1.375,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18551093-3019493,283.79550,-30.33040,2000.0,12.412,2MASS,2.431,-0.254,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542229-3017552,283.59290,-30.29870,2000.0,12.421,2MASS,-11.692,1.776,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18550666-3015487,283.77780,-30.26360,2000.0,12.431,2MASS,4.376,-6.668,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18595563-3104301,284.98180,-31.07500,2000.0,12.435,2MASS,9.364,-13.218,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18544287-3050556,283.67860,-30.84880,2000.0,12.446,2MASS,-3.285,-2.195,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584589-3125151,284.69120,-31.42090,2000.0,12.452,2MASS,19.695,11.239,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18564045-3035347,284.16860,-30.59300,2000.0,12.496,2MASS,-9.415,2.576,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590575-3041058,284.77400,-30.68500,2000.0,12.501,2MASS,-4.834,1.867,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18545682-3018190,283.73680,-30.30530,2000.0,12.503,2MASS,24.415,-26.724,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592763-3102572,284.86520,-31.04920,2000.0,12.514,2MASS,-0.620,-2.382,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593334-3103489,284.88890,-31.06360,2000.0,12.515,2MASS,3.711,7.497,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542536-3042213,283.60570,-30.70590,2000.0,12.522,2MASS,1.503,-18.940,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18570529-3038209,284.27200,-30.63910,2000.0,12.536,2MASS,-0.183,0.292,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18595406-3112149,284.97530,-31.20420,2000.0,12.541,2MASS,5.534,-4.864,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18585842-3054548,284.74340,-30.91520,2000.0,12.546,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18552959-3016336,283.87330,-30.27600,2000.0,12.558,2MASS,-0.429,-8.619,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18585109-3113211,284.71290,-31.22250,2000.0,12.567,2MASS,-7.051,-1.656,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18554647-3011259,283.94360,-30.19060,2000.0,12.573,2MASS,-6.460,-7.551,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18582155-3129079,284.58980,-31.48550,2000.0,12.591,2MASS,0.657,-3.293,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18522760-3018493,283.11500,-30.31370,2000.0,12.602,2MASS,17.331,-17.270,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18530367-3028350,283.26530,-30.47640,2000.0,12.603,2MASS,-6.138,-0.066,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18564956-3025119,284.20650,-30.42000,2000.0,12.614,2MASS,-1.608,-1.690,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18553441-3002344,283.89340,-30.04290,2000.0,12.617,2MASS,2.454,-11.536,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18593225-3108349,284.88440,-31.14300,2000.0,12.617,2MASS,-6.330,11.020,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18581320-3031453,284.55500,-30.52930,2000.0,12.626,2MASS,-22.426,2.586,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590523-3045332,284.77180,-30.75920,2000.0,12.636,2MASS,-4.183,-1.250,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18595938-3100451,284.99740,-31.01250,2000.0,12.638,2MASS,-1.870,0.048,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18541975-3056226,283.58230,-30.93960,2000.0,12.651,2MASS,-0.411,2.192,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18580229-3031024,284.50960,-30.51730,2000.0,12.665,2MASS,-2.693,6.107,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18543367-3042141,283.64030,-30.70390,2000.0,12.667,2MASS,-1.456,21.820,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18591102-3124088,284.79590,-31.40250,2000.0,12.671,2MASS,-7.858,7.641,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18535599-3044273,283.48330,-30.74090,2000.0,12.681,2MASS,-4.036,-3.361,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18530830-3015251,283.28460,-30.25700,2000.0,12.689,2MASS,3.781,-3.335,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575163-3041398,284.46510,-30.69440,2000.0,12.690,2MASS,-2.502,0.232,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18580167-3044424,284.50700,-30.74510,2000.0,12.708,2MASS,0.213,-1.634,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18585921-3128541,284.74670,-31.48170,2000.0,12.724,2MASS,-3.095,-0.414,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575128-3048572,284.46370,-30.81590,2000.0,12.726,2MASS,-0.745,-1.557,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18534522-3045144,283.43840,-30.75400,2000.0,12.729,2MASS,4.052,5.362,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18585842-3058119,284.74350,-30.97000,2000.0,12.739,2MASS,-5.450,-5.575,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542551-3039455,283.60630,-30.66270,2000.0,12.742,2MASS,-17.974,-4.483,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18584641-3104241,284.69340,-31.07340,2000.0,12.750,2MASS,-4.309,1.014,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575922-3037158,284.49680,-30.62110,2000.0,12.755,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18514400-2954393,282.93340,-29.91090,2000.0,12.760,2MASS,-0.741,-4.125,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18574469-3045060,284.43620,-30.75170,2000.0,12.771,2MASS,-1.947,1.510,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18591694-3056537,284.82060,-30.94830,2000.0,12.771,2MASS,-10.766,-4.834,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18535207-3025194,283.46700,-30.42210,2000.0,12.775,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18575300-3124199,284.47080,-31.40550,2000.0,12.778,2MASS,-1.153,-0.419,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18560594-3027469,284.02480,-30.46300,2000.0,12.782,2MASS,-2.901,-0.951,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18535707-3041091,283.48780,-30.68590,2000.0,12.784,2MASS,-0.755,-2.418,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18544540-3019439,283.68920,-30.32890,2000.0,12.786,2MASS,-9.056,-12.575,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18534149-3041299,283.42290,-30.69160,2000.0,12.787,2MASS,-6.679,-2.143,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18542831-3006248,283.61800,-30.10690,2000.0,12.788,2MASS,9.186,-8.931,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J19001050-3057151,285.04380,-30.95420,2000.0,12.792,2MASS,-4.756,1.444,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18570813-3028142,284.28390,-30.47060,2000.0,12.800,2MASS,-6.532,2.349,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18573839-3035333,284.41000,-30.59260,2000.0,12.807,2MASS,-3.343,-2.049,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18540056-3040158,283.50230,-30.67110,2000.0,12.814,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18555997-3010149,283.99990,-30.17080,2000.0,12.816,2MASS,-9.531,-12.188,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18583554-3125438,284.64810,-31.42880,2000.0,12.817,2MASS,-3.005,-4.592,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18571604-3036407,284.31690,-30.61130,2000.0,12.840,2MASS,-4.145,2.906,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592070-3103297,284.83630,-31.05830,2000.0,12.840,2MASS,-4.706,14.192,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18480138-3014122,282.00580,-30.23670,2000.0,12.842,2MASS,-15.043,-2.826,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590233-3117334,284.75970,-31.29260,2000.0,12.845,2MASS,12.050,-0.773,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18560618-3031185,284.02580,-30.52180,2000.0,12.852,2MASS,-4.563,0.735,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18541561-3024127,283.56510,-30.40350,2000.0,12.867,2MASS,-4.353,1.975,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592068-3120150,284.83620,-31.33750,2000.0,12.876,2MASS,-9.790,-1.812,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18531616-3029236,283.31740,-30.48990,2000.0,12.881,2MASS,-6.419,4.476,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18575962-3031247,284.49840,-30.52350,2000.0,12.884,2MASS,-7.065,-4.337,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18551681-3013334,283.82010,-30.22600,2000.0,12.885,2MASS,-7.687,0.805,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18540634-3039315,283.52640,-30.65880,2000.0,12.886,2MASS,-8.722,-15.712,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18523083-3003241,283.12850,-30.05670,2000.0,12.889,2MASS,-0.805,-3.488,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18535210-3053390,283.46710,-30.89420,2000.0,12.889,2MASS,0.000,0.000,None,STAR,McDonald2012,26,-0,-0,None
NaN,J18541754-3019313,283.57310,-30.32540,2000.0,12.894,2MASS,-8.465,2.340,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18532235-3023473,283.34320,-30.39650,2000.0,12.895,2MASS,-2.046,-6.809,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18582010-3037586,284.58380,-30.63300,2000.0,12.895,2MASS,-7.485,2.599,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18475266-3014277,281.96940,-30.24100,2000.0,12.896,2MASS,-9.657,-0.874,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18592590-3103008,284.85790,-31.05020,2000.0,12.897,2MASS,-6.195,1.396,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18551264-3009435,283.80270,-30.16210,2000.0,12.906,2MASS,-4.338,-4.651,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18590338-3113128,284.76410,-31.22020,2000.0,12.906,2MASS,-10.205,-9.321,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18531978-3037403,283.33240,-30.62790,2000.0,12.915,2MASS,-3.524,3.191,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18591666-3109302,284.81940,-31.15840,2000.0,12.915,2MASS,3.839,1.462,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18580055-3029520,284.50230,-30.49780,2000.0,12.917,2MASS,-0.166,-2.722,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18582675-3131155,284.61150,-31.52100,2000.0,12.920,2MASS,-7.183,-5.609,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18562532-3027440,284.10550,-30.46220,2000.0,12.942,2MASS,-1.912,0.277,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18555543-3040260,283.98100,-30.67390,2000.0,12.944,2MASS,-2.950,-5.476,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18594518-3109593,284.93830,-31.16650,2000.0,12.944,2MASS,3.420,-2.288,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18534523-3030558,283.43850,-30.51550,2000.0,12.951,2MASS,-3.022,6.506,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18554160-3017450,283.92330,-30.29590,2000.0,12.958,2MASS,0.680,3.497,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18554119-3022461,283.92170,-30.37950,2000.0,12.959,2MASS,16.036,-14.389,HSOY,STAR,McDonald2012,26,-0,-0,None
NaN,J18540746-3022368,283.53110,-30.37690,2000.0,12.964,2MASS,-4.443,-1.770,HSOY,STAR,McDonald2012,26,-0,-0,None
